Village_ID,Village_Name,District,Mandal,State,Water%,Trees%,Crops%,Built%,Bare%,Rangeland%,Pumping,GW_Level,Soil,Elevation,Soil_enc,flooded_vegetation_pct,aquifer_storage_factor,infiltration_score,recharge_factor,groundwater_stress,recharge_index,extraction_stress,terrain_gradient
44,44,KRISHNA,JAGGAYYAPETA,Andhra Pradesh,16.15762013432613,2.7168082387926873,29.286491273376985,12.002974727805919,14.000115502455765,13.98988287099645,0.0,10.0,unknown,0.0,0,11.846107252246064,1.0,23.48452222092853,0.6336249822397908,0.0,28.003727386572194,0.0,0.0
45,45,KRISHNA,A.KONDURU,Andhra Pradesh,26.256713586231783,11.511326555808552,27.832786018142503,0.23827977783726703,4.7387013509776965,28.23629611187352,0.0,10.0,unknown,0.0,0,1.1858965991286745,1.0,49.325323283087414,0.7620377624900136,0.0,27.442610185360458,0.0,0.0
46,46,KRISHNA,A.KONDURU,Andhra Pradesh,5.831791807549075,35.58090601784483,26.618431844117158,17.55202878320442,6.065308444287151,2.6345555590089096,0.0,10.0,unknown,0.0,0,5.716977543988455,1.0,33.88757064265635,0.6793862497861514,0.0,11.54876935153753,0.0,0.0
47,47,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,17.089625129493875,2.9069895618291293,5.427922545198426,3.359129559505009,47.579020988359325,5.482009239907131,0.0,10.0,unknown,0.0,0,18.1553029757071,1.0,17.939791189572336,0.6135221116145073,0.0,35.24492810520098,0.0,0.0
48,48,KRISHNA,VATSAVAI,Andhra Pradesh,35.52196850007917,33.22223593325279,4.75604170503855,3.5088490874712086,5.575219986736292,9.736721038391059,0.0,10.0,unknown,0.0,0,7.6789637490309275,1.0,58.24322124097253,0.8397089493485802,0.0,43.200932249110096,0.0,0.0
49,49,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,24.79679394707068,4.9852932838187085,8.400763130897962,11.37498733918286,15.304831376441856,15.787208303045974,0.0,10.0,unknown,0.0,0,19.35012261954196,1.0,21.108318452692785,0.6912867677797663,0.0,44.14691656661264,0.0,0.0
50,50,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,3.478982275125201,19.30648092985107,32.11365709458117,0.5507340435854448,26.985819999306916,9.50472584584998,0.0,10.0,unknown,0.0,0,8.059599811700215,1.0,37.34880240901534,0.6231350126325802,0.0,11.538582086825416,0.0,0.0
51,51,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,4.299366034185058,3.6325459454027627,19.99483015844224,0.9597736501614649,12.504831492953567,25.270334521350108,0.0,10.0,unknown,0.0,0,33.3383181975048,1.0,17.908567997008788,0.6118380175165867,0.0,37.63768423168985,0.0,0.0
52,52,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,19.340597943191508,15.333458776635963,0.40081143549731757,15.286618184216758,4.287496416111027,10.245100712251933,0.0,10.0,unknown,0.0,0,35.1059165320955,1.0,16.155835665684435,0.6887721269592573,0.0,54.446514475287,0.0,0.0
53,53,KRISHNA,JAGGAYYAPETA,Andhra Pradesh,0.15119727391694254,8.18588579198718,17.230180161900883,11.857080528782296,55.89909005622735,2.883834067060359,0.0,10.0,unknown,0.0,0,3.792732120124989,1.0,6.3515218013514545,0.5421510317387145,0.0,3.9439293940419318,0.0,0.0
54,54,KRISHNA,VATSAVAI,Andhra Pradesh,4.7079695875629834,11.763287858309393,6.856451789367476,19.9682161038444,46.20433144537544,2.8474047250332686,0.0,10.0,unknown,0.0,0,7.65233849050705,1.0,-0.2097205043852739,0.5791352135461524,0.0,12.360308078070034,0.0,0.0
55,55,KRISHNA,JAGGAYYAPETA,Andhra Pradesh,2.7747103413799534,13.546019335510834,4.5043219243919825,2.4152372460290246,21.937195140279727,48.05771638476586,0.0,10.0,unknown,0.0,0,6.764799627642602,1.0,13.862934408859694,0.7122307782032407,0.0,9.539509969022555,0.0,0.0
56,56,KRISHNA,A.KONDURU,Andhra Pradesh,10.277256926704178,14.06464207462814,24.192717579376556,3.3966929911399144,17.288973348075796,14.704936312444842,0.0,10.0,unknown,0.0,0,16.07478076763058,1.0,31.95985174933628,0.6517596618693681,0.0,26.352037694334754,0.0,0.0
57,57,KRISHNA,VATSAVAI,Andhra Pradesh,1.73918163395364,3.304992458253244,18.55037152049519,3.3337506110639072,48.70254356321115,1.134222781689358,0.0,10.0,unknown,0.0,0,23.2349374313335,1.0,12.33910479950047,0.5253185463478492,0.0,24.974119065287137,0.0,0.0
58,58,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,18.309304182202478,1.8397091446892369,38.025998536625224,9.662613167665205,12.368433661162397,17.176631684816275,0.0,10.0,unknown,0.0,0,2.617309622839189,1.0,32.069388350810065,0.6504352525442182,0.0,20.92661380504167,0.0,0.0
59,59,KRISHNA,VATSAVAI,Andhra Pradesh,18.63103083628697,11.822996888508248,8.694332619811409,27.043565554612915,2.8045097185351997,1.469381477868392,0.0,10.0,unknown,0.0,0,29.534182904376866,1.0,7.103715836200095,0.644855286169073,0.0,48.16521374066384,0.0,0.0
60,60,KRISHNA,VATSAVAI,Andhra Pradesh,10.243698509140652,16.570444849565547,2.292537594517635,48.414595600459386,14.057177433873106,5.7108446120783345,0.0,10.0,unknown,0.0,0,2.7107014003653416,1.0,-19.721928945823837,0.6346328057802004,0.0,12.954399909505993,0.0,0.0
61,61,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,20.911600410139766,6.556544983934985,10.49713240794107,5.635294282601909,25.723162671961326,1.1984987709024448,0.0,10.0,unknown,0.0,0,29.477766472518503,1.0,25.292190946696703,0.6343796782991461,0.0,50.389366882658265,0.0,0.0
62,62,KRISHNA,VATSAVAI,Andhra Pradesh,2.4060293165817086,12.381021118080298,11.4737721994025,0.062584148231144,0.3578810097246251,52.95310854044675,0.0,10.0,unknown,0.0,0,20.365603667532955,1.0,18.89818086562125,0.7204135566765699,0.0,22.771632984114664,0.0,0.0
63,63,KRISHNA,A.KONDURU,Andhra Pradesh,0.17913743245238495,10.302564368926713,2.515178946955249,14.018820377247836,3.035005735110269,28.227597138825615,0.0,10.0,unknown,0.0,0,41.72169600048194,1.0,-2.704555787001386,0.6267887360544456,0.0,41.90083343293433,0.0,0.0
64,64,KRISHNA,VATSAVAI,Andhra Pradesh,33.000087183486094,6.088612658491891,19.322871446270025,16.720945425516224,12.060774083061299,0.8978358646942523,0.0,10.0,unknown,0.0,0,11.908873338480213,1.0,31.115840576728417,0.6920483941454807,0.0,44.90896052196631,0.0,0.0
65,65,KRISHNA,VATSAVAI,Andhra Pradesh,20.336042029424195,1.8617990070459518,29.340849452335583,7.381183170974223,13.437085879935282,21.230007270627723,0.0,10.0,unknown,0.0,0,6.413033189657045,1.0,30.75332184964308,0.672817427987188,0.0,26.74907521908124,0.0,0.0
66,66,KRISHNA,JAGGAYYAPETA,Andhra Pradesh,17.41544107203127,3.5788223734618305,4.9862948971379195,4.674187356366201,28.582941749292413,4.845756749893424,0.0,10.0,unknown,0.0,0,35.91655580181693,1.0,17.321963181150778,0.615929765103684,0.0,53.331996873848205,0.0,0.0
67,67,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,27.7923867457513,15.583380493681876,16.607631739691005,10.659538467416372,9.487567353252434,19.8066976407793,0.0,10.0,unknown,0.0,0,0.06279755942770385,1.0,37.85084688926154,0.7607155486258219,0.0,27.855184305179005,0.0,0.0
68,68,KRISHNA,VATSAVAI,Andhra Pradesh,10.93924137097219,0.3191121050360081,19.773222578131847,27.297128033285695,12.1272239575737,0.20161951173305787,0.0,10.0,unknown,0.0,0,29.342452443267508,1.0,-2.602874765174242,0.5565775138102043,0.0,40.2816938142397,0.0,0.0
69,69,KRISHNA,VATSAVAI,Andhra Pradesh,1.083992605689271,10.019068900487719,19.220895035681547,9.375388068208265,9.450512814975855,17.85618614077379,0.0,10.0,unknown,0.0,0,32.99395643418355,1.0,12.08553622553201,0.5990647970527186,0.0,34.07794903987282,0.0,0.0
70,70,KRISHNA,A.KONDURU,Andhra Pradesh,9.495642172199348,44.11157090672096,5.679016683469984,13.763888705969062,0.4842067570564877,7.268534993048832,0.0,10.0,unknown,0.0,0,19.197139781535316,1.0,34.85524485506602,0.7457300994670272,0.0,28.692781953734666,0.0,0.0
71,71,KRISHNA,JAGGAYYAPETA,Andhra Pradesh,6.0050737800278435,0.004340816200876856,19.576746894170423,35.740026475934854,12.042702201402653,9.434715511892835,0.0,10.0,unknown,0.0,0,17.196394320370533,1.0,-15.01193663685336,0.5583468787006212,0.0,23.201468100398376,0.0,0.0
72,72,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,1.4719275122139834,4.713444417183208,27.824827828584443,2.358673347960532,19.76187096988775,12.68833089106981,0.0,10.0,unknown,0.0,0,31.180925033100287,1.0,19.667580978725336,0.5642784079030122,0.0,32.65285254531427,0.0,0.0
73,73,KRISHNA,VATSAVAI,Andhra Pradesh,5.867924752292442,3.47452769933942,51.4858673260758,5.840561053034988,5.243792000098649,20.443261306921936,0.0,10.0,unknown,0.0,0,7.64406586223677,1.0,33.69576988444872,0.6045675184795858,0.0,13.511990614529212,0.0,0.0
74,74,KRISHNA,VATSAVAI,Andhra Pradesh,36.19933330706771,1.347240201150447,6.667032657089224,11.22003801242808,41.39488657568475,0.137309138845621,0.0,10.0,unknown,0.0,0,3.0341601077341647,1.0,27.559377520349564,0.6867975547564772,0.0,39.23349341480188,0.0,0.0
75,75,KRISHNA,JAGGAYYAPETA,Andhra Pradesh,26.379438255731845,12.890563500343877,0.20940096837030062,19.902465877275098,17.908344037918113,10.161945297007032,0.0,10.0,unknown,0.0,0,12.547842063353714,1.0,16.267366521908354,0.7139452811710558,0.0,38.92728031908556,0.0,0.0
76,76,KRISHNA,VATSAVAI,Andhra Pradesh,0.2696831579873593,2.6101334417427324,1.4240703055840787,43.7728680024742,3.1709128374925606,32.10873043210123,0.0,10.0,unknown,0.0,0,16.64360182261783,1.0,-36.210317423293525,0.6081151408532115,0.0,16.913284980605187,0.0,0.0
77,77,KRISHNA,VATSAVAI,Andhra Pradesh,43.99595608308295,2.6141709944388842,4.569387071973073,7.420459162792232,11.475761250566382,6.503290851864868,0.0,10.0,unknown,0.0,0,23.420974585281606,1.0,37.7509162669966,0.7499463369487649,0.0,67.41693066836456,0.0,0.0
78,78,KRISHNA,VATSAVAI,Andhra Pradesh,0.39936178365766956,6.116788535021218,12.627322747278994,30.352278299551987,20.12468422752761,26.897484350333006,0.0,10.0,unknown,0.0,0,3.482080056629507,1.0,-14.487800387920517,0.6071564161093722,0.0,3.881441840287177,0.0,0.0
79,79,KRISHNA,VATSAVAI,Andhra Pradesh,25.20609447626162,6.783762504559306,2.612044228492659,30.601372386582803,22.659552383052606,11.60515118483113,0.0,10.0,unknown,0.0,0,0.5320228362198692,1.0,2.138486421453976,0.6879809759540387,0.0,25.73811731248149,0.0,0.0
80,80,KRISHNA,A.KONDURU,Andhra Pradesh,15.626324428413668,14.227345458577895,37.01939489150165,5.428434790512717,7.921335560026921,19.18808455964491,0.0,10.0,unknown,0.0,0,0.5890803113222592,1.0,42.77161397587416,0.6926052576553147,0.0,16.215404739735927,0.0,0.0
81,81,KRISHNA,JAGGAYYAPETA,Andhra Pradesh,12.284280581633066,35.70032340977445,4.042930810958302,11.815971081485232,20.719857563302977,5.055253283746083,0.0,10.0,unknown,0.0,0,10.381383269099864,1.0,31.407495764527596,0.7193884563985014,0.0,22.66566385073293,0.0,0.0
82,82,KRISHNA,VATSAVAI,Andhra Pradesh,15.59500747650098,5.841346644782441,19.137869735962553,16.63236476614098,6.260653643272862,10.3849262294078,0.0,10.0,unknown,0.0,0,26.147831503932373,1.0,15.222177596727478,0.632495202649858,0.0,41.742838980433355,0.0,0.0
83,83,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,9.002361107768794,0.2628713072294908,7.374239494584832,7.55661478047953,17.671321540908657,55.17740760012318,0.0,10.0,unknown,0.0,0,2.9551841689055176,1.0,5.9360124370948295,0.7115955135681316,0.0,11.957545276674312,0.0,0.0
84,84,KRISHNA,VATSAVAI,Andhra Pradesh,35.21157474123609,11.955718872015373,6.861767934157785,5.178035563310958,16.841660818948434,16.00782224861658,0.0,10.0,unknown,0.0,0,7.943419821714779,1.0,40.7118211182396,0.7719042159400917,0.0,43.15499456295087,0.0,0.0
85,85,KRISHNA,JAGGAYYAPETA,Andhra Pradesh,43.716231776082886,4.980146601761236,9.48303125777171,0.5091905608361214,8.182150548622662,11.884281630299178,0.0,10.0,unknown,0.0,0,21.244967624626195,1.0,48.560273129794105,0.7741545901783569,0.0,64.96119940070908,0.0,0.0
86,86,KRISHNA,JAGGAYYAPETA,Andhra Pradesh,18.896059713855674,2.8821296173402478,8.629054107126516,17.66560139596977,7.6222470386117,30.9336909007645,0.0,10.0,unknown,0.0,0,13.371217226331606,1.0,8.59054864424542,0.6988098897409329,0.0,32.26727694018728,0.0,0.0
87,87,KRISHNA,VATSAVAI,Andhra Pradesh,4.569193619074381,6.2532654683631606,26.986697119433217,46.149534385451716,4.325699567065992,8.117586258010265,0.0,10.0,unknown,0.0,0,3.598023582601272,1.0,-16.227676043389145,0.5722117887428553,0.0,8.167217201675653,0.0,0.0
88,88,KRISHNA,JAGGAYYAPETA,Andhra Pradesh,14.274817629855818,18.740395124176786,12.335151882450399,7.916408984717668,38.66851225746057,5.558108540157973,0.0,10.0,unknown,0.0,0,2.5066055811807826,1.0,28.115975009436006,0.6630099942664601,0.0,16.7814232110366,0.0,0.0
89,89,KRISHNA,A.KONDURU,Andhra Pradesh,14.777625834783517,38.117903066466035,7.968993083837795,8.6238586984245,24.08575460565898,1.6252525363942782,0.0,10.0,unknown,0.0,0,4.800612174434902,1.0,40.814108726198626,0.7312354990489646,0.0,19.57823800921842,0.0,0.0
90,90,KRISHNA,VATSAVAI,Andhra Pradesh,11.96633684470414,6.833600753959081,28.593434157830096,7.564077318792937,22.7923784380121,16.255282099852057,0.0,10.0,unknown,0.0,0,5.9948903868495975,1.0,26.58497467118541,0.6359319335389132,0.0,17.961227231553735,0.0,0.0
91,91,KRISHNA,JAGGAYYAPETA,Andhra Pradesh,4.7711990217260745,0.6851942835068738,1.3610151824424508,3.6998106813954443,38.79436891561138,10.79736545387841,0.0,10.0,unknown,0.0,0,39.89104646143936,1.0,2.3290140425685366,0.5589888686042931,0.0,44.662245483165435,0.0,0.0
92,92,KRISHNA,VATSAVAI,Andhra Pradesh,5.945415059921301,3.229608126023963,17.243402028598084,27.213096733898045,10.933112049862263,24.32563041837752,0.0,10.0,unknown,0.0,0,11.109735583318814,1.0,-6.211185788601046,0.615622399058835,0.0,17.055150643240115,0.0,0.0
93,93,KRISHNA,PENUGANCHIPROLU,Andhra Pradesh,33.76680633362218,2.543234511917351,4.642667488451895,2.0388514821942043,10.92211361062367,26.65554002438687,0.0,10.0,unknown,0.0,0,19.43078654880384,1.0,33.3753474688902,0.7589735897889409,0.0,53.19759288242602,0.0,0.0
94,94,KRISHNA,A.KONDURU,Andhra Pradesh,18.18896747057657,7.823492639838853,3.1862531004102785,2.362729502224608,11.350727020237326,35.95484633263554,0.0,10.0,unknown,0.0,0,21.13298393407681,1.0,22.414160143634017,0.7301033469101449,0.0,39.32195140465338,0.0,0.0
95,95,KRISHNA,A.KONDURU,Andhra Pradesh,22.937632407670083,20.01212154014418,29.934806357247272,14.715549193375702,5.6782833128468395,3.9741481353209784,0.0,10.0,unknown,0.0,0,2.7474590533949255,1.0,41.37045593932865,0.70665909260489,0.0,25.68509146106501,0.0,0.0
